1.6585,0,0,0,0,0,0,0,0,0,-0.190709,-0.104374,-0.000629292,-0.665487,1.05328,-0.546389,0.09548,0,-0.269287,0.0707392,0.0277774,0.341504,-0.424642,0.184778,-0.0282613,0,0,0,0,0,0,0,0
Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.12087,0,0,0,0,0,0,0,0,0,0,0,0,0.184138,-0.214852,0.0842408,-0.0112567,0.75,0,0,0,-0.808446,0.863792,-0.326783,0.0429024,0,0,0,0,0,0,0,0
1.11693,0,0,0,0,0,0,0,0,-0.5,-0.0679493,0.110131,-0.0113474,0.591771,-1.42718,1.09428,-0.281483,0,0.156782,-0.00365899,-0.0120119,3.04292,-6.70207,5.07463,-1.31056,0,0,0,0,0,0,0,0
1.64177,0,0,0,0,0,0,0,0,-0.5,-0.0843268,-0.114138,-0.00928353,-1.14421,1.73769,-0.888274,0.154529,0.25,0.0264282,-0.0281759,0.00427998,-0.118455,0.187616,-0.0979496,0.0172468,0,0,0,0,0,0,0,0
1.40685,0,0,0,0,0,0,0,0,-1,-0.0527988,0.136599,-0.00814854,0.494799,-0.788282,0.44004,-0.0851822,0.25,0.041335,0.0253161,-5.17882e-05,1.35037,-2.29962,1.35712,-0.274729,0,0,0,0,0,0,0,0
1.07351,0,0,0,0,0,0,0,0,-0.75,0.281904,0.0269941,0.000952019,0.11061,-0.648583,0.679133,-0.210918,0.5,0.075598,-0.0218915,-0.00550507,-0.127612,0.0656083,0.0516856,-0.0318201,0,0,0,0,0,0,0,0
1.53731,0,0,0,0,0,0,0,0,-0.5,0.133441,-0.014706,0.00104701,0.146741,-0.369057,0.240843,-0.0494784,0.5,-0.0850409,-0.0333824,0.00236879,-1.89511,2.94935,-1.59323,0.295288,0,0,0,0,0,0,0,0
1.64726,0,0,0,0,0,0,0,0,-0.5,-0.242276,-0.081421,0.00953662,-0.469516,0.754216,-0.396299,0.0700214,0,-0.142524,0.0240851,0.00688232,0.0450389,0.00973709,-0.0277602,0.00740079,0,0,0,0,0,0,0,0
1.9309,0,0,0,0,0,0,0,0,-1,-0.107961,0.0993613,-0.00150444,0.353533,-0.497003,0.226181,-0.034453,0,0.171436,0.0456427,-0.0065951,1.02124,-1.28892,0.559725,-0.0830692,0,0,0,0,0,0,0,0
1.63604,0,0,0,0,0,0,0,0,-1,-0.177916,-0.0390304,0.00264748,-1.13455,1.6938,-0.863672,0.150479,0.75,0.102149,-0.0514565,0.000498915,-0.214996,0.307157,-0.150751,0.0254786,0,0,0,0,0,0,0,0
1.68128,0,0,0,0,0,0,0,0,-1.5,-0.0227001,0.150997,0.00594823,0.763575,-1.08173,0.522453,-0.0865442,0.75,-0.00703367,0.0197565,0.000791352,0.134922,-0.219011,0.113573,-0.0197204,0,0,0,0,0,0,0,0
1.91251,0,0,0,0,0,0,0,0,-1,0.262827,-0.074886,0.0197861,-0.00890494,-0.0808437,0.0582936,-0.0110279,0.75,-0.0822833,-0.0475459,-0.00251116,-1.08959,1.35889,-0.587826,0.0873163,0,0,0,0,0,0,0,0
1.54714,0,0,0,0,0,0,0,0,-1,-0.291848,-0.0392791,-0.0135102,-0.365937,0.654449,-0.373027,0.0710148,0,-0.213334,0.036812,0.0110494,0.114025,-0.0284035,-0.0332138,0.012018,0,0,0,0,0,0,0,0
2.09703,0,0,0,0,0,0,0,0,-1.5,-0.205123,0.0392122,-0.000746236,0.106791,-0.123904,0.0486718,-0.00653263,0,0.242525,0.0565227,-0.0131829,0.711612,-0.852334,0.345987,-0.047693,0,0,0,0,0,0,0,0
2.05881,0,0,0,0,0,0,0,0,-1.75,-0.137807,-0.0187078,0.00156279,-0.0402353,0.0632871,-0.028545,0.00417849,0.75,-0.0647117,-0.104588,0.00579623,-0.881676,1.05071,-0.427547,0.0593858,0,0,0,0,0,0,0,0
2.02659,0,0,0,0,0,0,0,0,-2,-0.0219471,0.043472,-0.00174252,-0.0132905,0.0051185,-0.00155558,0.000266508,0,-0.0414802,0.106842,0.00361441,0.942511,-1.1126,0.453135,-0.0633329,0,0,0,0,0,0,0,0
1.65984,0,0,0,0,0,0,0,0,-2,-0.0678276,-0.0708768,-0.000872683,-0.859591,1.21124,-0.592488,0.0998676,0.75,0.207277,-0.0634928,-0.0096228,-0.255401,0.309589,-0.133505,0.020307,0,0,0,0,0,0,0,0
1.16852,0,0,0,0,0,0,0,0,-2.5,-0.234026,0.0690262,0.0049312,0.43605,-0.449766,0.139022,-0.00527314,0.75,-0.124662,-0.00342347,0.00865688,-2.47638,5.15072,-3.70187,0.909714,0,0,0,0,0,0,0,0
1.90524,0,0,0,0,0,0,0,0,-2.5,0.260951,0.129191,-0.00599868,0.474246,-0.721176,0.339859,-0.05294,0.5,-0.0646873,0.0131094,-0.00294071,-0.273639,0.332785,-0.142944,0.0212254,0,0,0,0,0,0,0,0
1.80152,0,0,0,0,0,0,0,0,-2,-0.238623,-0.189412,0.0239771,-0.3148,0.590333,-0.317806,0.0549242,0.25,-0.116558,-0.0109297,0.00848108,-0.417166,0.587022,-0.281034,0.0455947,0,0,0,0,0,0,0,0
